"diff","lwr","upr","p adj"
"Biological-Bare",5.99210783785588,-37.9860866017359,49.9703022774477,0.942523024758605
"Hypolithic-Bare",-29.4369498779945,-74.6384096929726,15.7645099369836,0.268087333447975
"Hypolithic-Biological",-35.4290577158504,-62.5650133257071,-8.29310210599361,0.00739549344121848
