"diff","lwr","upr","p adj"
"C-B",0.0339899619984942,0.0169582184714081,0.0510217055255804,3.46482044587537e-05
"S-B",0.0274559540961894,-0.000356766618018114,0.0552686748103969,0.0537298319129725
"S-C",-0.00653400790230485,-0.0325504258789536,0.0194824100743439,0.818309712740091
