"logFC","logCPM","LR","PValue","FDR"
"K06200",0.122496016772007,8.78604731006568,15.4095271025625,8.65508302598983e-05,0.00082294000209534
"K09807",-0.335835559290598,7.28885268009473,15.3867327203332,8.76012071598887e-05,0.000831476860231879
"K03428",-0.627645575141996,4.93170012555765,15.3838607699782,8.77344547486465e-05,0.000831476860231879
"K06872",-0.348084021828332,7.52439582873519,15.3726575627124,8.82561933251733e-05,0.000835061445462086
"K08980",-1.38831787144963,2.97016182569517,15.3658503782893,8.85747306537162e-05,0.000836714866353854
"K18650",0.936341480515095,0.922390422839485,15.3429644365751,8.96541689620549e-05,0.000845539074862557
"K01678",0.511145525620805,4.1177215291845,15.3165996935674,9.09141074215647e-05,0.00085603428978331
"K03396",0.417329708777204,4.00045470494173,15.3099071353304,9.12367621193831e-05,0.000857684521442149
"K07740",2.18272711696849,0.397029284138464,15.294110183125,9.20029256537484e-05,0.0008634919748051
"K02837",-0.278563845600549,9.04575734219376,15.2792465699647,9.27297324936841e-05,0.000867885712929519
"K10960",-0.80154615768419,5.64782598825256,15.2784395117949,9.27693613064377e-05,0.000867885712929519
"K03815",0.719290289904251,4.21356514816285,15.2464455736908,9.43541587206119e-05,0.000881295103684174
"K02081",0.290274781814131,4.66080684971998,15.2097732512648,9.62042387014438e-05,0.000897135360582855
"K06954",-0.459575914572819,1.59495221244603,15.1926357161978,9.70812825960789e-05,0.000903865573482533
"K11075",0.253405628434686,5.5844485133517,15.1762716853714,9.79262499485701e-05,0.00091027611573599
"K03415",1.14258855664316,4.46098647708625,15.1479296656151,9.94072565904469e-05,0.000922569100637656
"K00064",0.198196142650591,7.53201765979142,15.1225045001713,0.000100755015602895,0.000933588273556127
"K05576",-0.680604480062807,2.60961013344464,15.1134759778357,0.000101238019089277,0.000935578283381367
"K10117",0.168813628849101,8.31452697943288,15.1124819015801,0.000101291341902434,0.000935578283381367
"K10022",0.934718750855797,3.05096702861706,15.1062647594734,0.000101625474697074,0.00093717692117635
"K09139",-0.607887581967671,0.499436096761561,15.100805373389,0.000101919797395321,0.000938403957347113
"K07250",0.205153363733795,7.94992545940899,15.0902087407774,0.000102493526609055,0.000942195626126524
"K06077",0.945542849735778,2.113109233598,15.0804141577538,0.000103026721051863,0.000944317562531096
"K00988",-1.16305621814524,3.13565701837845,15.0800075201034,0.000103048917719066,0.000944317562531096
"K12243",-0.721080915467212,0.347291074882101,15.0558209612574,0.000104377855375528,0.000954991730236158
"K06175",-0.460209037351655,3.83827356345969,15.0426669219584,0.000105107835367476,0.000958738201347755
"K11524",-1.60342070914828,1.49635468795978,15.0425049872596,0.000105116853833969,0.000958738201347755
"K10441",0.156254966715917,10.262318451962,15.0010374245396,0.000107452089694384,0.000974488067681932
"K12370",0.27330235790509,5.11140572023023,15.0009849026727,0.000107455080318064,0.000974488067681932
"K13609",0.656023076605506,2.90181531151796,15.0009780924835,0.000107455468100077,0.000974488067681932
"K17215",0.303402347022353,4.59716265377854,14.9999583672595,0.000107513548625503,0.000974488067681932
"K03308",0.75621364176356,3.93073623385126,14.9384147457494,0.000111078028009993,0.00100414719084481
"K07214",0.180617480789335,7.56579168656312,14.937516660352,0.000111130914401797,0.00100414719084481
"K07045",0.18373220361367,9.46528772257416,14.9181019741279,0.000112280421751103,0.0010123421192657
"K00082",0.376444194146173,5.45849423163706,14.9163320900096,0.000112385806675656,0.0010123421192657
"K06203",-0.299487703860705,5.90975568753488,14.9060644879945,0.000112999141747351,0.00101629367206775
"K01400",-0.235252185570568,6.1284406029419,14.888330877595,0.000114066404115876,0.00102430926782451
"K00567",0.115457973658251,8.2350060952287,14.8803418980469,0.000114550514488858,0.00102707156211197
"K09992",0.112852953159353,7.70171423071838,14.8618184689816,0.000115680955604419,0.00103561150871094
"K00757",-0.365566611054177,5.7211405568533,14.8485536193661,0.000116497371777837,0.00104131828936288
"K03812",2.51325375342338,-0.153677627398141,14.804483825759,0.000119251625498797,0.00106430246745015
"K02031",0.187295047038521,8.72140032232537,14.7744879108263,0.000121163697605318,0.00107971141862993
"K11527",-0.808409733345858,5.02217163059336,14.757503092079,0.000122260039306056,0.0010878152426941
"K18954",0.769873533736886,3.93908767521803,14.734433221087,0.000123765172913447,0.00109952601707381
"K03335",0.168533351518164,8.02449537005398,14.7209835163727,0.000124651256986646,0.00110410895778536
"K01673",-0.100894062908427,9.38972593984342,14.7208433733427,0.000124660523331325,0.00110410895778536
"K11688",0.596945055807774,5.30433430320682,14.7076122206084,0.000125538506019527,0.00111019538985961
"K15737",2.18483252494295,-0.702135507287342,14.6922252181374,0.000126567377341552,0.0011175957037185
"K13930",1.07667787871379,3.33596218851623,14.6852211117663,0.000127038523140304,0.00112005631235368
"K01788",-0.603100496096539,4.73891453060726,14.6793600325717,0.000127434137492042,0.00112131970093667
"K01493",-0.308323457780533,5.61494291276498,14.6773925424845,0.000127567218082158,0.00112131970093667
"K06222",0.416692848200039,4.97674148471971,14.6413850766902,0.000130027617435465,0.00114122278409799
"K00703",-0.166125538865462,8.61316796442556,14.6136827170868,0.000131952998246649,0.00115637725421272
"K19300",-0.674674433083595,2.41047073176848,14.5502008543218,0.000136474103417349,0.00119419971095572
"K16089",-0.358784576312181,6.49009704134826,14.5413122109645,0.000137119470637922,0.00119804534480791
"K01158",0.676810908691769,0.769222205542275,14.5187272759271,0.000138773125107402,0.00121067588455768
"K07726",0.287621283362117,5.07056100627298,14.500465656828,0.000140124900625947,0.00122063891727902
"K03807",2.1727693883547,0.917972035117821,14.495545668223,0.000140491353580414,0.00122200177351933
"K10774",-0.620776581950382,1.22809700231761,14.4775384045258,0.000141840827454574,0.00123189817157936
"K01787",-0.490026912707039,4.05292784903103,14.4740969785562,0.000142100211425432,0.00123231166957465
"K17063",-1.5588815954981,2.63011411701497,14.4611133766335,0.00014308310673974,0.00123898898529546
"K16291",0.624503331646202,3.02031896857248,14.452559945525,0.00014373436310073,0.0012427789879393
"K00156",0.235339075836234,8.69357274531256,14.429956103654,0.000145469817238847,0.00125591819957397
"K15550",1.91217495996713,2.05126271898201,14.4267042158993,0.000145721217396734,0.00125622483560236
"K18337",0.464249859390194,3.23544373836574,14.4065162805011,0.000147291744299734,0.00126788559183454
"K07070",2.23401053387977,-0.233039206676768,14.3781768969602,0.000149525216228594,0.00128521009340353
"K00477",0.373372449434427,5.31582855405244,14.368747769055,0.000150275876913359,0.00128975712058825
"K01714",0.0759146459282104,10.1148783586325,14.3602391429095,0.000150956512427732,0.00129369064185121
"K00449",0.122222605774084,7.793289624436,14.3527245057971,0.000151560216274198,0.00129695426249935
"K17316",0.327524779965626,5.69851095266281,14.3479114896105,0.000151948156475247,0.00129836464394929
"K06962",-0.749374975732166,4.19527742344255,14.3084917408196,0.000155163347207648,0.00132389372052977
"K00130",0.187752934159864,8.5652191056451,14.3046440537045,0.000155480822853671,0.0013246601876801
"K02714",-1.04675634469495,1.17903386873355,14.2837290030944,0.000157218017097709,0.00133750239984147
"K05516",-0.253112900494725,7.50037493775456,14.2669755208134,0.000158623643314231,0.0013474904824022
"K04337",1.70050860691615,0.797798074014526,14.2480504161988,0.000160226699464247,0.00135912414603856
"K06048",0.158891138743141,9.7048647158917,14.2300808975968,0.000161763910977825,0.00137016622704507
"K01040",0.404234215747562,6.29511383153454,14.2209530115175,0.000162550440314498,0.00137482705260183
"K08177",0.265366702325199,6.52578255118987,14.2127980302449,0.000163256393669886,0.00137879383855597
"K11906",0.945633777054688,3.33066506359892,14.2087305169322,0.00016360965993254,0.00137977479876442
"K00882",0.24042658804631,7.46012734898877,14.1759212553391,0.000166487462225211,0.00140201236279089
"K07226",0.254221930039988,5.79242921105466,14.1672544620083,0.000167256129583328,0.00140645002607714
"K09938",0.720642555190694,2.634718138001,14.1509424188363,0.000168712570456955,0.00141517902720473
"K11923",2.25125956133823,0.0243032621279385,14.1501840907639,0.000168780588568497,0.00141517902720473
"K03819",-0.690710898196142,2.14898268190776,14.1262101566194,0.000170945224519298,0.0014312665632774
"K16233",-1.42010425463415,0.544858052894248,14.0788680407863,0.000175302282584868,0.00146563790569159
"K17838",-0.397699002422984,5.49359865239053,14.0504807705805,0.000177968329780236,0.00148369667642693
"K15396",0.356530870515838,3.49030627955884,14.0504397859682,0.000177972208308299,0.00148369667642693
"K01247",0.100382333286263,8.46224510402499,14.0306697321093,0.000179853084044929,0.001496882144148
"K00226",0.503148868086392,3.76361398571823,14.0284207545173,0.000180068310861592,0.001496882144148
"K09895",1.2682559963723,1.18284213828644,14.008002964746,0.000182034198262992,0.00151106562010321
"K16515",0.318726057643653,3.8144898020954,13.9941724565089,0.000183378110018564,0.00152005302307411
"K07259",-0.172644468571355,9.07494929119561,13.9776199355379,0.000184999665179758,0.00153131301803843
"K12528",0.746875907135305,1.44274344952395,13.9731670884878,0.000185438345127034,0.00153276382144064
"K10543",0.193231890585571,7.89719088579039,13.9628431721682,0.000186459458894132,0.00153901786000703
"K02659",-0.979199155861943,4.99079521255379,13.945552616912,0.000188182329104216,0.00155103820546379
"K16019",0.686292273827022,-0.161467697461428,13.9339210961065,0.000189350333806516,0.00155845769790681
"K02168",0.562648192031324,4.62046814076327,13.9261998690332,0.000190129707965348,0.00156266210543836
"K11689",0.596553733868746,3.70361439295033,13.9157188997517,0.000191192821347786,0.00156918339551871
"K05773",0.234291812909212,5.60450270428801,13.9094754949038,0.00019182895089146,0.00157218685244705
"K01425",-0.397480961428874,6.78444417729031,13.9020819656115,0.000192585022636582,0.00157616349749968
"K09990",0.249295041639438,5.82543872430105,13.8975692689222,0.000193047971325644,0.00157773334992124
"K03833",0.217703222240459,8.65025882298062,13.872775224885,0.000195611618057505,0.00159644320543705
"K07495",-0.860968587319936,4.59620195290465,13.855017250582,0.000197468805237736,0.00160934310599213
"K00135",0.083094114909645,10.2983568202722,13.8484875627352,0.000198156159345233,0.00161268628144043
"K01473",0.260849374250781,10.0372594313396,13.8391626855547,0.000199141932893381,0.00161844540154551
"K00344",0.114688342182038,9.16986400824258,13.8328605975067,0.000199810950469785,0.00162161774167877
"K01026",0.169790276896669,7.63287923405529,13.8298134582556,0.00020013524054677,0.00162198741607473
"K18099",2.50434619675601,-0.936880613084338,13.8056321227176,0.000202727597497552,0.00164071194692386
"K01039",0.399361522876128,6.71762752170944,13.8015627696762,0.000203167165709869,0.0016419857462024
"K13931",0.936871394546921,2.22304745829857,13.7680808123501,0.000206820506575121,0.00166919351977896
"K09794",0.383733192935449,2.20774597898392,13.7595323831321,0.000207763817493614,0.0016744842853121
"K18828",-0.390588451718042,6.33093589237329,13.7454140047683,0.000209331268285749,0.00168121805736415
"K18842",0.906393127664038,0.576959822853249,13.7452867289297,0.000209345452759165,0.00168121805736415
"K10025",0.929249703863287,1.824165874548,13.7442047469936,0.000209466075200036,0.00168121805736415
"K10119",0.178762191933792,7.91428578400168,13.7335178302659,0.00021066125129817,0.00168848184752624
"K05713",-0.30623523204503,4.17760342797903,13.6933760282497,0.000215212231223255,0.00172258593327115
"K14659",0.378931198253367,1.52797121521958,13.6767749670712,0.000217123172667477,0.00173549415075831
"K19803",2.85328349929591,0.538687933720938,13.6596405893866,0.000219113436043567,0.00174900011568932
"K01312",-0.474392986046346,0.639632929825322,13.6515634035378,0.000220058016079566,0.00175413369255753
"K12549",1.02243961887019,1.4896056025921,13.6222839358157,0.000223516607007985,0.0017792655761689
"K07672",0.68523198638666,3.99726049515094,13.6074711791399,0.000225287152711265,0.00179090975632084
"K19802",-0.152581357554878,8.12875666537691,13.5847753323273,0.000228027407649362,0.00181022030711001
"K19339",0.409641216243117,4.01858331450153,13.5648517060479,0.000230460621634326,0.001826666867209
"K02640",-1.23220906962783,1.96409612931182,13.5606584584772,0.000230976054203127,0.001826666867209
"K01206",0.193067549885034,8.42876209864607,13.5601318354487,0.000231040868579794,0.001826666867209
"K00864",0.0698500628713189,9.90583140244881,13.5344237589727,0.000234227289280655,0.00184576008095328
"K07462",-0.136302939014186,9.67269188352626,13.533915584251,0.000234290720011317,0.00184576008095328
"K07183",0.125432421667612,7.68638720403157,13.5329811115878,0.000234407406740759,0.00184576008095328
"K09456",0.164190080079169,8.17720208784372,13.5274254193454,0.000235102350948051,0.00184873051373879
"K03639",0.103687362209514,9.30093737953245,13.5208110505367,0.000235932429634315,0.00185275412691239
"K02237",0.172545537955738,6.84513296578912,13.5097091237915,0.000237332324529753,0.00186123557471514
"K03429",0.340575844567261,5.73225182179355,13.5001525903932,0.000238544055677123,0.00186822053833806
"K09005",-0.165791763914977,7.02211325973786,13.4937360526574,0.000239361144155446,0.0018721001315061
"K15509",0.17983497240741,7.49565705607153,13.4618509664716,0.000243463449141341,0.00190162927591069
"K00970",0.0867502310586995,9.09061263410596,13.4358554391514,0.000246860392193601,0.00192557724152086
"K10220",0.219634777557326,6.6010410108418,13.4245859253861,0.000248347830537849,0.00193296882417937
"K10924",1.02501494136257,0.623664977907352,13.4236454982546,0.000248472363032508,0.00193296882417937
"K13929",0.92005634833073,4.62124812892206,13.4124979127352,0.000249953343156555,0.00194189386358878
"K07793",0.144464741835855,8.63724296993837,13.3982201604951,0.000251863174552948,0.00195412241696481
"K10254",1.64453208816177,2.19881480603502,13.3659542271016,0.000256233507772845,0.00198538319804286
"K01207",0.0733883382204882,9.13725912274153,13.3556424340513,0.000257646266883461,0.00199367503589742
"K06410",0.564634617075511,0.800894867453036,13.3524561889589,0.000258084381606052,0.00199441303660772
"K03651",-0.879652378836403,3.77187006064613,13.3360652916899,0.000260350056280881,0.00200741344013189
"K09693",0.245076173323119,5.87563021984634,13.33529781313,0.000260456632978102,0.00200741344013189
"K00527",0.636231225307561,3.83583600230681,13.3274517321056,0.000261548712995924,0.00201316396947524
"K01704",0.0817369003204722,8.35353519043588,13.3148647463405,0.000263310319445967,0.00202404590337659
"K00697",0.104105522008787,9.49478428832941,13.273647247389,0.000269163038060127,0.00206630569719246
"K02487",1.04195496126059,2.1006742168624,13.2501353871991,0.000272560183461049,0.00208962807320138
"K00005",-0.550319605570999,5.32895257852193,13.2441912250548,0.000273425857697673,0.00209350666571415
"K03219",1.10964111808061,3.01440470755764,13.231601614826,0.000275268499906624,0.00210484546774855
"K00384",0.0822940026786219,11.1795469289616,13.2191571105482,0.000277102206207861,0.00211608627024087
"K09879",-0.408424673131724,6.37129386916892,13.2106585253565,0.000278361549805948,0.00212291724550565
"K03473",1.32191986183842,2.07005126363301,13.2054969536375,0.000279129220082027,0.00212598551264046
"K09931",-0.193696030284333,6.74768910826972,13.1915274818785,0.000281217593129207,0.00213909173126648
"K16211",0.189469005440284,8.24183984574915,13.1858838008861,0.000282065758549352,0.00214274236161707
"K03769",0.218006980816255,7.06262066290147,13.1828628082321,0.000282520830168128,0.00214340118741635
"K04040",-0.673861264369919,5.26269620592489,13.1760456242695,0.000283550468001535,0.00214841168398559
"K05772",0.181474056105892,6.51252152973596,13.1548026508827,0.000286783237969327,0.00217008018432187
"K00428",-0.125583685272049,8.37305648377777,13.1488553530373,0.000287694941179009,0.00217415176976708
"K07145",0.576392536530891,1.80620381711206,13.1425076254468,0.000288671252985929,0.00217870041650469
"K07684",0.251617568967448,5.79254872506749,13.124170216674,0.000291510439505284,0.00219727881798089
"K07160",0.117561763331703,7.84392751489645,13.1110337885842,0.000293561648745166,0.00220987740497816
"K19465",-1.48946466438143,3.08464804362533,13.0982220377905,0.000295576176591556,0.00222216766354815
"K08985",2.80704137478336,0.797028236070009,13.0944353053788,0.000296174269066312,0.00222379106025402
"K01185",-0.578084440473245,5.94635428642755,13.0479102436956,0.000303622996871464,0.00227678120978743
"K02099",-0.398228987774457,1.51788653589424,13.0452001372627,0.000304062665076484,0.00227714369122273
"K06862",0.554946328506605,4.44708256940545,13.0382162960997,0.000305198634080356,0.00228271317700976
"K01681",0.102471878975198,10.4595641419739,13.0330169117979,0.000306047126874899,0.00228612096442238
"K01505",0.184512022268163,6.5286897265082,12.9673433642459,0.000316971473408684,0.00236468846636556
"K13580",2.69713348868155,0.402874839118978,12.9508910932767,0.000319769250400121,0.00238250610509386
"K13963",-0.41992854441112,6.20897724785274,12.9440858418665,0.000320933779435254,0.00238812488815057
"K19116",0.573890420123661,0.0357953249546698,12.9219286154848,0.000324755082370801,0.00241347359427292
"K06946",-1.06323213383094,4.47549797225387,12.9177423814012,0.00032548218973639,0.00241579191591334
"K15862",-0.448261205587728,5.78973845794734,12.9114611906677,0.000326576250897301,0.00242082446365783
"K00322",0.176426278127708,7.56326037923726,12.9055254872249,0.000327613542725798,0.00242542392509086
"K12254",0.985580080788712,3.84043626754123,12.8891785334507,0.000330487455860349,0.0024435914938391
"K00848",0.170831273652308,7.9125100589601,12.8775457728351,0.000332548049817617,0.00245570698209227
"K13014",2.60134118131312,0.743759129971271,12.8602597410968,0.000335634003979699,0.00247535395330528
"K11735",0.311056025531853,6.90066602487404,12.8517750598251,0.000337159264561841,0.00248345539301944
"K12256",0.671962073401901,5.16601005856742,12.7516830787509,0.000355688953110179,0.00261662960574985
"K09836",-0.650783743221169,5.81005147566023,12.7481606021224,0.000356359445944506,0.00261733038768407
"K16039",0.761932218890373,0.346634454782313,12.7464590170124,0.000356683794025343,0.00261733038768407
"K18301",1.23771761986953,2.60614898821919,12.7342946751766,0.000359011191993054,0.00263109083905237
"K02053",0.196261360702174,7.94946245311169,12.6951732077861,0.000366600642096585,0.00268333224699374
"K08994",-0.492561525944459,7.2206425035548,12.6778840261899,0.000370006056779653,0.00270485583467437
"K00281",-0.151998271878367,9.48597948058158,12.6730709184499,0.000370959749895507,0.00270842507483307
"K13051",-0.230645895428467,8.54898858474619,12.6436631481194,0.000376840848341178,0.00274791591039764
"K01996",0.117126228630446,10.211034146711,12.6395757261534,0.000377665680321938,0.00275048384705051
"K15512",0.30402705370767,6.96020269120047,12.6283148507188,0.00037994753003658,0.00276364334660358
"K07774",0.662832721176047,4.11226388545493,12.625365580376,0.000380547450724623,0.00276455133054504
"K17266",-0.555705554357541,3.21556681962528,12.622013357482,0.00038123049762245,0.00276606018162723
"K03325",-0.468083404265419,6.57428658127645,12.6114734185511,0.000383386176670005,0.00277823681449908
"K00466",0.4340687005112,4.72474247151942,12.6083781320743,0.000384021572135733,0.00277938001027093
"K06219",0.915440992989652,1.79754278345468,12.5572154236032,0.000394679415825331,0.00285296834868025
"K07020",0.177015689195336,7.18047710515832,12.5465169835416,0.000396945488679583,0.00286578883204279
"K03719",0.175468121055439,7.9719191933711,12.5427307326628,0.000397750607998887,0.00286624415925787
"K12526",-0.726795440059582,2.93420218603545,12.541589106586,0.000397993689754315,0.00286624415925787
"K02783",0.321285001284719,4.83248452593813,12.5390131969125,0.000398542718334199,0.00286665028181298
"K03403",-0.617903803801041,7.99339042349669,12.4978453345188,0.000407421637983371,0.00292689692768547
"K07749",0.142400514205092,7.31750541849423,12.4774037993659,0.000411904265635785,0.00295545119819314
"K18095",-0.809024165742885,-0.500400683751886,12.4536961068329,0.000417165490341167,0.00298951476391041
"K15778",0.185207159714183,7.56389101399138,12.4467302272191,0.00041872421159528,0.00299699408028651
"K11897",0.586414403597333,4.70642074164873,12.4355305733087,0.000421242632270517,0.00301131557393383
"K01865",-0.555551479781168,0.288054193913767,12.427779320114,0.000422994568380517,0.00302012931706285
"K05846",0.125658454208285,9.00757372168806,12.4153868931827,0.000425810786434346,0.00303508306497698
"K09916",2.17886650969081,-0.425735420678751,12.4139781192567,0.000426132129934042,0.00303508306497698
"K00803",0.17167527860099,8.54745973642144,12.3998446725858,0.000429369563003492,0.00305440279598694
"K00140",0.0811710974136683,9.19670839117351,12.3844160824012,0.000432932003942413,0.00307598453106337
"K07978",-0.709413766960553,4.9662579556032,12.3591924219748,0.000438820466229498,0.00311401986949933
"K18030",0.67681142892923,4.71861327626999,12.3426550497544,0.000442724911114979,0.00313790043578327
"K03695",-0.0867814327565504,10.240035764886,12.3395770748599,0.000443455475788614,0.00313925476108752
"K16300",0.666150495873479,3.23597762898234,12.3180588290839,0.000448596976295209,0.00317179320177621
"K01448",-0.199285499771148,9.15124978018409,12.3135040673502,0.000449692967052617,0.00317456657796922
"K03592",-0.246741003205546,8.23854288113614,12.3079637653713,0.000451029746594969,0.00317456657796922
"K00244",0.299837863173982,6.56661705002523,12.3078920108028,0.000451047086015086,0.00317456657796922
"K10553",0.236434377539696,5.96311981018649,12.3063435529684,0.000451421433236112,0.00317456657796922
"K15357",0.829475191504154,2.58167221072706,12.3051219479061,0.00045171698342645,0.00317456657796922
"K01372",-0.304055152374881,4.39777911944615,12.2948865076614,0.00045420098885893,0.00318817316546455
"K12995",0.470623070640667,5.25606184863713,12.2772099793722,0.000458523350732298,0.00321463539507379
"K10439",0.149322753814215,9.92194316456666,12.2712199098452,0.000459997472464728,0.00322108940104964
"K01816",0.0990314438860111,8.2841771116779,12.2653436857271,0.000461448224494437,0.00322526813076982
"K13671",0.224248837237921,6.28279721915837,12.2643146258118,0.000461702758709616,0.00322526813076982
"K19092",-0.439511794759454,3.83995368015845,12.2311001323851,0.000469994778659936,0.00327925613551818
"K03753",0.237913540242847,5.34823921442601,12.2251125494889,0.000471505494001213,0.00328585684981204
"K07215",1.20061436502113,1.29464555453524,12.221631037195,0.000472386159723634,0.00328805629597109
"K18314",0.547166585240326,4.54125871553495,12.1900921005235,0.000480440112106444,0.00334012068380812
"K18900",1.23251021046073,4.01622218178928,12.1470103134513,0.000491666161905437,0.00341408758487797
"K03863",0.379327170110327,5.44164826528919,12.1278501148522,0.000496743536249632,0.00344523317930466
"K18220",0.348279994494234,6.98835112998289,12.1245932115733,0.000497611849953924,0.00344714685104986
"K11927",-0.175943580349197,8.89097610887891,12.1170310070659,0.00049963390057291,0.00345703884355977
"K07683",-0.48737165867372,0.143110440335398,12.1011215672365,0.000503915029412142,0.0034825196628851
"K12991",1.58143002131591,1.27956532180317,12.096751072797,0.000505097571221872,0.00348655132495857
"K01655",-0.849044394353592,3.44457106058763,12.0913599056297,0.000506560139872718,0.00349128722218795
"K07050",0.218901364556709,7.12081552919185,12.0898018391509,0.000506983623087956,0.00349128722218795
"K07100",0.283566585162063,4.02496095599498,12.083515583873,0.000508695862817878,0.00349893761907474
"K17760",-0.275976481145558,6.07344473507961,12.076075640777,0.000510729885985063,0.00350878064527401
"K01730",0.282455310068134,6.21227188570772,12.0728541337338,0.000511613166243654,0.00351070402638186
"K02009",-0.410485655636609,4.33296993049984,12.0641465332392,0.000514008360628565,0.0035229854540608
"K01577",0.212624807814677,5.58242198033608,12.0494757134849,0.000518069483258223,0.00354664273303482
"K02020",0.104455175243187,8.5023399423154,12.0204040713646,0.000526212929093524,0.00359815867731518
"K12661",0.334070786676403,5.45820330998183,12.0021412622394,0.000531394604503695,0.00362932535634624
"K03466",0.0960078373889036,10.7730314694541,11.9835224538844,0.000536730319063593,0.00366146978503054
"K06330",-0.522434320842287,4.01566288966381,11.9808656583612,0.000537496091412186,0.00366240018258491
"K13021",0.311250938801682,3.98471958889291,11.9748041053813,0.000539247353760394,0.00367003549886752
"K10544",0.175797555291079,7.68524585446995,11.955134275122,0.000544970000234931,0.00370465003664377
"K11963",-0.177394728836883,6.55951374106727,11.9517002387283,0.000545975350520401,0.00370715351771087
"K09766",0.369301586252719,5.03004617580122,11.9442332553262,0.00054816785522952,0.00371770250533866
"K19159",-0.2897508609497,4.7664374205878,11.9313991314635,0.000551957084510281,0.00373904339320759
"K07642",0.248217072355243,6.05657308818577,11.9285766117178,0.000552793964426323,0.00373976746320589
"K00256",0.275570738284165,3.75890997257904,11.9267059072294,0.000553349335937493,0.00373976746320589
"K02007",-0.235632626396319,6.80568114506159,11.8933744944443,0.000563339687725115,0.00380286965530446
"K18939",0.419409526750408,1.97059852687392,11.8876125870401,0.000565085062570757,0.00381023172549158
"K17735",0.271823774497661,4.84684439114858,11.8738412341508,0.000569278779548669,0.00383406622476123
"K06861",-0.161067535522384,8.04280433693219,11.8705260683769,0.000570293013508494,0.00383645670012246
"K01355",2.78435844553549,-0.958112683638432,11.8666544205872,0.000571479806012819,0.00384000114455957
"K00096",0.317407688071579,7.04227850293264,11.857317732393,0.000574352088411359,0.00385119314587446
"K00560",-0.206430743427809,8.16074924539743,11.856938396236,0.00057446909273398,0.00385119314587446
"K09955",0.162864144691272,8.56774044040491,11.8522056669513,0.000575930903985737,0.00385654997732221
"K09824",1.26427480246613,2.73417265384547,11.8290205958222,0.000583146593283679,0.00390037934059509
"K11904",0.496505592663292,8.45471043385056,11.7820346299555,0.000598050827580348,0.00399340076122257
"K08162",0.417634111017461,3.33134571245221,11.7808647599108,0.000598426785321547,0.00399340076122257
"K03520",0.20836700348915,10.5120431731301,11.7254790771406,0.000616501760971311,0.00410214826269833
"K16264",0.0870623848934646,8.49864007693176,11.7234930666532,0.000617160032262721,0.00410214826269833
"K00074",0.125445848759708,9.87428794039097,11.7234612179851,0.000617170594414517,0.00410214826269833
"K07281",-0.49623013404603,2.29112325415649,11.7223390679784,0.000617542855838415,0.00410214826269833
"K04079",-0.147150614096267,8.87247168675572,11.7183021974573,0.000618883921180347,0.00410636891373824
"K15067",-0.299853989256371,4.4636108343656,11.7148537616928,0.000620031835028853,0.00410929982691674
"K11748",-0.362407556166635,3.41619901517013,11.7112767664451,0.000621224815711106,0.00411252241481561
"K13695",0.520708310118093,3.2666997551961,11.7005506879625,0.000624816036684657,0.0041315960425773
"K05716",0.575765391385331,5.24960146242687,11.6715644980844,0.000634626207253446,0.00419170249717117
"K00865",0.111316123516557,7.88041178197692,11.6486959144513,0.000642475587238503,0.00423873632895788
"K00301",0.295012605083595,7.31497742172783,11.6398869120375,0.000645525271846632,0.00425403347324524
"K10552",0.222357518933525,6.31315076899683,11.6257451366029,0.000650451774813752,0.00428165031407378
"K05364",0.201531200459914,7.95535728521279,11.6224413967647,0.000651608144346731,0.00428441558412839
"K11522",-1.52276777031264,0.973765069260647,11.6184954518517,0.000652992018804505,0.00428866880070363
"K16937",0.218415806137064,6.1499593707627,11.597687072212,0.000660338938135087,0.00433007975827944
"K12339",0.161857820124615,8.66625107238453,11.5964298418196,0.000660785500146441,0.00433007975827944
"K02525",0.966361432226608,2.38687375426109,11.5846723672198,0.000664976490157506,0.00435264139058102
"K05774",0.49109285865159,2.84956482379015,11.5808699174414,0.000666337623262495,0.00435665014580276
"K11960",-0.196214247121752,6.97517750134704,11.544247105413,0.000679592153985824,0.0044383240673889
"K01297",-0.309666924858138,8.24005018226395,11.5408196836711,0.00068084615482362,0.0044415288956487
"K01042",0.209212990715999,8.52167936365822,11.534922144535,0.000683009378423217,0.00445065125760885
"K02855",-0.592732334353318,0.266638768724872,11.5294393209144,0.000685026711248571,0.00445648323127448
"K12239",0.471040856886536,0.945821324261241,11.5283287325471,0.000685436070113534,0.00445648323127448
"K01580",-0.393047612990868,5.52760713639316,11.5231510916973,0.000687347793722405,0.00446392501302531
"K01474",0.240298714009195,9.97749088537047,11.519758265591,0.000688603436133405,0.00446446920505429
"K07006",0.157606360346088,8.21588558463978,11.5187796684735,0.000688966033019204,0.00446446920505429
"K13633",0.316550988084177,5.46061343972303,11.5096926996795,0.000692342226784116,0.00448135641563601
"K01677",0.419224659037596,5.07443764204572,11.5064743599369,0.000693541979993308,0.00448413420175673
"K16012",0.311599661435462,4.9545776117876,11.5016411258753,0.000695347690373629,0.00449081932328984
"K01533",-0.205270209644714,9.12738387929807,11.4971050489244,0.000697046702074286,0.00449680128533289
"K15738",-0.143185528224049,9.39730713110619,11.4781361421426,0.000704197164965019,0.00453789956027846
"K04561",0.188508015777785,7.03211713053411,11.4443163978846,0.000717130108298074,0.00461612842940984
"K07277",-0.248468069025512,9.56306093062852,11.4379492638129,0.000719591662135741,0.00462685511819655
"K13920",0.287117908005593,3.39473287288241,11.4332172399102,0.000721426605250012,0.00462713737862904
